study_accession	secondary_study_accession	sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	study_alias	run_alias	fastq_ftp	fastq_aspera	submitted_ftp	sra_ftp
PRJEB9853	ERP011001	SAMEA3870713	ERX1327795	ERR1256188	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:833-321	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256188/ERR1256188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256188/ERR1256188_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256188/ERR1256188_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256188/ERR1256188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256188/3301C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256188/3301C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870714	ERX1327796	ERR1256189	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-322	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256189/ERR1256189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256189/ERR1256189_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256189/ERR1256189_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256189/ERR1256189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256189/3301C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256189/3301C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870715	ERX1327797	ERR1256190	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-323	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256190/ERR1256190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256190/ERR1256190_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256190/ERR1256190_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256190/ERR1256190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256190/3301C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256190/3301C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870716	ERX1327798	ERR1256191	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-324	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256191/ERR1256191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256191/ERR1256191_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256191/ERR1256191_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256191/ERR1256191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256191/3303C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256191/3303C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870717	ERX1327799	ERR1256192	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-325	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256192/ERR1256192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256192/ERR1256192_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256192/ERR1256192_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256192/ERR1256192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256192/3303C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256192/3303C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870718	ERX1327800	ERR1256193	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256193/ERR1256193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256193/ERR1256193_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256193/ERR1256193_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256193/ERR1256193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256193/3303C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256193/3303C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870719	ERX1327801	ERR1256194	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-327	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256194/ERR1256194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256194/ERR1256194_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256194/ERR1256194_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256194/ERR1256194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256194/3304C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256194/3304C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870720	ERX1327802	ERR1256195	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:834-328	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256195/ERR1256195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256195/ERR1256195_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256195/ERR1256195_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256195/ERR1256195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256195/3304C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256195/3304C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870721	ERX1327803	ERR1256196	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-329	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256196/ERR1256196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256196/ERR1256196_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256196/ERR1256196_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256196/ERR1256196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256196/3304C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256196/3304C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870722	ERX1327804	ERR1256197	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-330	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256197/ERR1256197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256197/ERR1256197_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256197/ERR1256197_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256197/ERR1256197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256197/3306.1C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256197/3306.1C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870723	ERX1327805	ERR1256198	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-331	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256198/ERR1256198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256198/ERR1256198_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256198/ERR1256198_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256198/ERR1256198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256198/3306C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256198/3306C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870724	ERX1327806	ERR1256199	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-332	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256199/ERR1256199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256199/ERR1256199_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256199/ERR1256199_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256199/ERR1256199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256199/3306C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256199/3306C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870725	ERX1327807	ERR1256200	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-333	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256200/ERR1256200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256200/ERR1256200_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256200/ERR1256200_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256200/ERR1256200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256200/3307C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256200/3307C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870726	ERX1327808	ERR1256201	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-334	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256201/ERR1256201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256201/ERR1256201_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256201/ERR1256201_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256201/ERR1256201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256201/3307C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256201/3307C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870727	ERX1327809	ERR1256202	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:835-335	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256202/ERR1256202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256202/ERR1256202_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256202/ERR1256202_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256202/ERR1256202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256202/3307C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256202/3307C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870728	ERX1327810	ERR1256203	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256203/ERR1256203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256203/ERR1256203_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256203/ERR1256203_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256203/ERR1256203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256203/3308C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256203/3308C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870729	ERX1327811	ERR1256204	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-337	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256204/ERR1256204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256204/ERR1256204_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256204/ERR1256204_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256204/ERR1256204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256204/3308C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256204/3308C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870730	ERX1327812	ERR1256205	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-338	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256205/ERR1256205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/005/ERR1256205/ERR1256205_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256205/ERR1256205_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/005/ERR1256205/ERR1256205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256205/3308C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256205/3308C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870731	ERX1327813	ERR1256206	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-339	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256206/ERR1256206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/006/ERR1256206/ERR1256206_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256206/ERR1256206_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/006/ERR1256206/ERR1256206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256206/3310C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256206/3310C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870732	ERX1327814	ERR1256207	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-340	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256207/ERR1256207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/007/ERR1256207/ERR1256207_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256207/ERR1256207_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/007/ERR1256207/ERR1256207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256207/3310C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256207/3310C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870733	ERX1327815	ERR1256208	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:836-341	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256208/ERR1256208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/008/ERR1256208/ERR1256208_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256208/ERR1256208_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/008/ERR1256208/ERR1256208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256208/3310C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256208/3310C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870734	ERX1327816	ERR1256209	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-342	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256209/ERR1256209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/009/ERR1256209/ERR1256209_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256209/ERR1256209_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/009/ERR1256209/ERR1256209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256209/3312C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256209/3312C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870735	ERX1327817	ERR1256210	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-343	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256210/ERR1256210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/000/ERR1256210/ERR1256210_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256210/ERR1256210_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/000/ERR1256210/ERR1256210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256210/3312C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256210/3312C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870736	ERX1327818	ERR1256211	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-344	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256211/ERR1256211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/001/ERR1256211/ERR1256211_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256211/ERR1256211_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/001/ERR1256211/ERR1256211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256211/3312C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256211/3312C.6M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870737	ERX1327819	ERR1256212	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-345	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256212/ERR1256212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/002/ERR1256212/ERR1256212_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256212/ERR1256212_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/002/ERR1256212/ERR1256212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256212/3313C.12M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256212/3313C.12M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870738	ERX1327820	ERR1256213	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-346	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256213/ERR1256213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/003/ERR1256213/ERR1256213_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256213/ERR1256213_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/003/ERR1256213/ERR1256213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256213/3313C.18M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256213/3313C.18M_run1_R2.fastq.gz	
PRJEB9853	ERP011001	SAMEA3870739	ERX1327821	ERR1256214	ERA563639	749906	gut metagenome	ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-10-07-2015-17:54:37:257-388	ena-RUN-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-11-02-2016-21:12:15:837-347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256214/ERR1256214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR125/004/ERR1256214/ERR1256214_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256214/ERR1256214_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR125/004/ERR1256214/ERR1256214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256214/3313C.6M_run1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR125/ERR1256214/3313C.6M_run1_R2.fastq.gz	
